PredSIT,X,Y
1.4824438,524257.2076982368,620708.0886397538
1.4574323,549148.9688619226,620709.457722118
1.4679672,574040.8982562312,620710.8899843809
1.5021079,598933.0034406648,620712.3853839629
1.443331,623825.2919658145,620713.9438762105
1.4795595,648717.7713732928,620715.5654147337
1.5081292,673610.4491951196,620717.2499511618
1.5126278,698503.3329533944,620718.9974352001
1.8434435,-720282.9836785437,595828.0404943452
1.8104837,-695389.9751857881,595826.3098348018
1.7927623,-670497.1792548068,595824.6395698157
1.8466309,-645604.5883705391,595823.0297491953
1.7517892,-620712.1950076835,595821.4804209083
1.7301954,-595819.9916312015,595819.9916312014
1.8203231,-570927.9706964791,595818.5634243916
1.8077887,-546036.1246499268,595817.195843083
1.7827796,-521144.4459291295,595815.8889279302
1.792511,-496252.9269634987,595814.6427179311
1.7763752,-471361.5601743638,595813.4572501036
1.7081797,-446470.33797560213,595812.3325597759
1.7180798,-421579.25277385325,595811.2686803901
1.7132856,-396688.296968989,595810.2656436188
1.7650198,-371797.46295444877,595809.323479305
1.7918055,-346906.7431175892,595808.442215411
1.770867,-322016.1298401477,595807.6218781478
1.7390714,-297125.6154985863,595806.8624919298
1.7150979,-272235.1924644431,595806.1640793238
1.7794937,-247344.85310473022,595805.5266610797
1.7231467,-222454.5897823054,595804.9502561049
1.7074933,-197564.39485628213,595804.434881544
1.7522086,-172674.2606823784,595803.9805527107
1.7847058,-147784.17961331081,595803.5872831387
1.7416116,-122894.14399913813,595803.2550844285
1.748876,-98004.14618769173,595802.9839664454
1.7501348,-73114.17852494643,595802.773937327
1.7235587,-48224.23335535516,595802.6250032576
1.708376,-23334.303022271382,595802.5371686645
1.7088546,1555.6201316866661,595802.5104361337
1.6300216,26445.54376425865,595802.5448065372
1.5908648,51335.47553315307,595802.6402787189
1.6197307,76225.4230956843,595802.7968499407
1.5521222,101115.39410838338,595803.0145155515
1.5963924,126005.39622661601,595803.293269061
1.5334818,150895.43710421637,595803.6331022148
1.6235727,175785.52439308373,595804.0340048766
1.5669072,200675.665742845,595804.4959651913
1.5413451,225565.86880045227,595805.0189694703
1.51587,250456.1412097422,595805.6030020578
1.5132563,275346.49061118846,595806.2480456792
1.5305357,300236.92464144324,595806.9540812063
1.4963104,325127.4509328883,595807.7210875419
1.5315232,350018.0771134393,595808.5490419888
1.5108614,374908.8108060056,595809.4379199184
1.5240363,399799.6596281549,595810.387694877
1.6051252,424690.6311917687,595811.3983386351
1.5484036,449581.7331026403,595812.4698211465
1.5347723,474472.9729600663,595813.6021105101
1.526663,499364.35835653445,595814.7951730615
1.4868348,524255.8968772807,595816.0489732893
1.5174918,549147.5960999338,595817.3634738661
1.4988663,574039.4635941363,595818.7386356479
1.5213486,598931.5069211627,595820.1744176762
1.4707217,623823.733633537,595821.6707771686
1.4857268,648716.1512746799,595823.2276695502
1.4539471,673608.7673784806,595824.8450484016
1.4690418,698501.5894689099,595826.5228654621
1.4358568,723394.6250597688,595828.2610707346
1.8131163,-745174.4289132197,570937.4016934268
1.8466483,-720281.2594178271,570935.6851108901
1.7995777,-695388.3100400852,570934.0263640063
1.8104019,-670495.5732737747,570932.4255022618
1.8165414,-645603.0416020439,570930.8825733728
1.8183954,-620710.7074978885,570929.39762337
1.7875167,-595818.5634243912,570927.9706964795
1.7781943,-570926.6018352396,570926.6018352394
1.8054833,-546034.8151749964,570925.2910804098
1.7964417,-521143.19587953086,570924.0384710083
1.8209728,-496251.7363763938,570922.8440443152
